URL,Status,Response Code,Protocol,Method,Content-Type,Client Address,Client Port,Remote Address,Remote Port,Exception,Request Start Time,Request End Time,Response Start Time,Response End Time,Duration (ms),DNS Duration (ms),Connect Duration (ms),SSL Duration (ms),Request Duration (ms),Response Duration (ms),Latency (ms),Speed (KB/s),Request Speed (KB/s),Response Speed (KB/s),Request Handshake Size (bytes),Request Header Size (bytes),Request Body Size (bytes),Response Handshake Size (bytes),Response Header Size (bytes),Response Body Size (bytes),Request Compression,Response Compression
https://servlet.ttlock.com/app/update,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59908,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:19,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,491,9,103,220,44,2,113,53.285156,46.29785,12062.988,1390,618,78,24689,0,16,,
https://servlet.ttlock.com/check/updateSplashScreen,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59907,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:19,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,564,9,104,313,2,1,135,46.149414,995.1172,24038.086,1390,632,16,24599,0,16,,
https://servlet.ttlock.com/system/getPasscodeMinLength,COMPLETE,200,https,GET,application/json;charset=utf-8,/192.168.1.135,59909,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:19,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,536,10,103,315,0,1,107,48.614258,0.0,24100.586,1390,614,,24599,0,80,,
https://servlet.ttlock.com/check/syncDataPage,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59910,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,594,1,99,299,55,1,139,47.424805,41.317383,25898.438,1390,627,310,24599,0,1921,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59912,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,569,0,97,297,68,0,107,45.801758,29.22461,0.0,1390,623,22,24599,0,53,,
https://servlet.ttlock.com/room/updateNotifyCheck,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59911,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,602,1,97,346,52,1,105,43.231445,38.216797,24038.086,1390,630,15,24599,0,16,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59913,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,10 Sep 2023 14:01:20,606,0,97,346,47,0,116,43.004883,42.282227,0.0,1390,623,22,24599,0,53,,
https://servlet.ttlock.com/system/listAdvert,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59920,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:21,10 Sep 2023 14:01:21,10 Sep 2023 14:01:21,561,0,110,334,0,2,115,47.60254,0.0,12343.262,1390,677,0,24599,0,680,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59921,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:20,10 Sep 2023 14:01:21,10 Sep 2023 14:01:21,10 Sep 2023 14:01:21,542,1,93,281,60,0,107,48.17871,33.984375,0.0,1390,676,22,24599,0,53,,
https://servlet.ttlock.com/check/syncDataPage,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59923,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:24,10 Sep 2023 14:01:24,10 Sep 2023 14:01:25,10 Sep 2023 14:01:25,602,1,96,301,77,1,126,44.801758,30.18457,24646.484,1390,680,310,24599,0,639,,
https://servlet.ttlock.com/system/listAdvert,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59924,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:25,10 Sep 2023 14:01:25,10 Sep 2023 14:01:25,10 Sep 2023 14:01:25,533,0,107,316,0,1,109,50.10254,0.0,24686.523,1390,677,0,24599,0,680,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59925,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:25,10 Sep 2023 14:01:26,10 Sep 2023 14:01:26,10 Sep 2023 14:01:26,702,0,106,318,161,1,116,37.198242,12.6640625,24074.219,1390,676,22,24599,0,53,,
https://servlet.ttlock.com/check/getServerDatetime,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59927,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,608,2,110,332,53,2,109,42.945312,39.006836,12021.973,1390,684,43,24599,0,22,,
https://servlet.ttlock.com/lockRecords/unlockFromApp,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59926,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,10 Sep 2023 14:01:31,609,2,104,321,53,1,128,43.282227,42.41504,24111.328,1390,687,225,24599,0,91,,
https://servlet.ttlock.com/lockRecords/fromLock,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59928,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:32,10 Sep 2023 14:01:33,10 Sep 2023 14:01:33,10 Sep 2023 14:01:33,542,1,90,283,55,1,112,48.58789,40.5,24107.422,1390,682,209,24599,0,87,,
https://servlet.ttlock.com/room/plugListByLockId,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59929,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:35,10 Sep 2023 14:01:36,10 Sep 2023 14:01:36,10 Sep 2023 14:01:36,552,1,92,285,64,1,109,47.442383,32.16504,24129.883,1390,682,36,24599,0,110,,
https://servlet.ttlock.com/key/modifyGroup,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59930,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:47,10 Sep 2023 14:01:48,10 Sep 2023 14:01:48,10 Sep 2023 14:01:48,699,1,105,327,148,1,117,37.445312,13.96875,24107.422,1390,676,51,24599,0,87,,
https://servlet.ttlock.com/key/modifyGroup,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59931,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:51,10 Sep 2023 14:01:52,10 Sep 2023 14:01:52,10 Sep 2023 14:01:52,607,1,101,320,55,2,128,43.121094,37.58789,12053.711,1390,676,51,24599,0,87,,
https://servlet.ttlock.com/keyGroup/add,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59932,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:01:57,10 Sep 2023 14:01:57,10 Sep 2023 14:01:57,10 Sep 2023 14:01:57,559,1,93,285,78,1,101,46.671875,26.279297,24040.04,1390,673,36,24599,0,18,,
https://servlet.ttlock.com/room/modifyPwd,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59933,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:17,10 Sep 2023 14:02:18,10 Sep 2023 14:02:18,10 Sep 2023 14:02:18,648,1,99,355,75,2,116,40.489258,28.398438,12053.711,1390,676,115,24599,0,87,,
https://servlet.ttlock.com/room/queryElectricQuantity,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59938,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:25,10 Sep 2023 14:02:25,10 Sep 2023 14:02:26,10 Sep 2023 14:02:26,1651,1,97,303,44,1,1205,15.801758,46.430664,24045.898,1390,687,15,24599,0,24,,
https://servlet.ttlock.com/wirelessKeypad/listByLock,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59939,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:32,10 Sep 2023 14:02:33,10 Sep 2023 14:02:33,10 Sep 2023 14:02:33,595,1,98,300,46,1,149,43.823242,44.390625,24033.203,1390,686,15,24599,0,11,,
https://servlet.ttlock.com/doorSensor/query,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59940,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:37,10 Sep 2023 14:02:37,10 Sep 2023 14:02:38,10 Sep 2023 14:02:38,673,1,113,345,63,1,150,38.870117,32.27246,24126.953,1390,677,15,24599,0,107,,
https://servlet.ttlock.com/room/updateSetting,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59941,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:56,10 Sep 2023 14:02:56,10 Sep 2023 14:02:58,10 Sep 2023 14:02:58,1928,1,102,323,55,2,1445,13.572266,37.481445,12053.711,1390,679,42,24599,0,87,,
https://servlet.ttlock.com/room/updateSetting,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59942,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:02:59,10 Sep 2023 14:03:00,10 Sep 2023 14:03:01,10 Sep 2023 14:03:01,1617,1,91,456,61,1,1007,16.183594,33.79492,24107.422,1390,679,42,24599,0,87,,
https://servlet.ttlock.com/room/updateSetting,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59943,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:03,10 Sep 2023 14:03:04,10 Sep 2023 14:03:05,10 Sep 2023 14:03:05,1276,0,106,319,79,1,771,20.507812,26.094727,24107.422,1390,679,42,24599,0,87,,
https://servlet.ttlock.com/room/queryDate,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59944,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:10,10 Sep 2023 14:03:11,10 Sep 2023 14:03:15,10 Sep 2023 14:03:15,4707,1,109,332,56,1,4208,5.5439453,36.637695,24043.945,1390,675,36,24599,0,22,,
https://servlet.ttlock.com/room/updateDate,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59945,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:16,10 Sep 2023 14:03:17,10 Sep 2023 14:03:19,10 Sep 2023 14:03:19,1616,1,110,338,53,1,1113,16.148438,38.73047,24043.945,1390,676,36,24599,0,22,,
https://servlet.ttlock.com/room/update,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59947,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:22,10 Sep 2023 14:03:23,10 Sep 2023 14:03:23,10 Sep 2023 14:03:23,614,1,105,317,53,1,137,42.643555,38.65625,24134.766,1390,672,36,24599,0,115,,
https://servlet.ttlock.com/companyForSciener/isExistenceCompany,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59949,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:37,10 Sep 2023 14:03:38,10 Sep 2023 14:03:38,10 Sep 2023 14:03:38,570,1,102,312,49,1,105,45.99414,42.310547,24143.555,1390,697,36,24599,0,124,,
https://servlet.ttlock.com/key/updateMonitorFlag,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59950,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:42,10 Sep 2023 14:03:42,10 Sep 2023 14:03:42,10 Sep 2023 14:03:42,616,2,108,324,65,1,116,42.524414,32.121094,24107.422,1390,682,66,24599,0,87,,
https://servlet.ttlock.com/key/updateMonitorFlag,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59951,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:43,10 Sep 2023 14:03:44,10 Sep 2023 14:03:44,10 Sep 2023 14:03:44,609,0,109,324,56,1,119,43.012695,37.283203,24107.422,1390,682,66,24599,0,87,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59952,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:45,10 Sep 2023 14:03:46,10 Sep 2023 14:03:46,10 Sep 2023 14:03:46,604,6,105,320,54,1,118,43.2334,37.759766,24074.219,1390,676,22,24599,0,53,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59953,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:46,10 Sep 2023 14:03:46,10 Sep 2023 14:03:47,10 Sep 2023 14:03:47,641,1,111,339,71,1,118,40.73828,28.71875,24074.219,1390,676,22,24599,0,53,,
https://servlet.ttlock.com/user/listKeyUser,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59954,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:51,10 Sep 2023 14:03:52,10 Sep 2023 14:03:52,10 Sep 2023 14:03:52,578,1,99,304,67,0,107,45.140625,30.72461,0.0,1390,677,41,24599,0,11,,
https://servlet.ttlock.com/user/setAlertMode,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59955,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:57,10 Sep 2023 14:03:58,10 Sep 2023 14:03:58,10 Sep 2023 14:03:58,587,1,105,321,45,1,114,44.573242,45.72461,24107.422,1390,678,39,24599,0,87,,
https://servlet.ttlock.com/user/setAlertMode,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59956,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:03:58,10 Sep 2023 14:03:59,10 Sep 2023 14:03:59,10 Sep 2023 14:03:59,616,1,105,327,53,1,129,42.475586,38.822266,24107.422,1390,678,39,24599,0,87,,
https://servlet.ttlock.com/check/syncDataPage,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59957,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:04:01,10 Sep 2023 14:04:02,10 Sep 2023 14:04:02,10 Sep 2023 14:04:02,730,4,103,320,119,1,183,38.728516,19.53125,25948.242,1390,680,310,24599,0,1972,,
https://servlet.ttlock.com/system/listAdvert,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59958,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:04:02,10 Sep 2023 14:04:03,10 Sep 2023 14:04:03,10 Sep 2023 14:04:03,496,1,96,299,0,0,100,53.84082,0.0,0.0,1390,677,0,24599,0,680,,
https://servlet.ttlock.com/room/queryState,COMPLETE,200,https,POST,application/json;charset=utf-8,/192.168.1.135,59959,servlet.ttlock.com/8.211.32.62,443,,10 Sep 2023 14:04:02,10 Sep 2023 14:04:03,10 Sep 2023 14:04:03,10 Sep 2023 14:04:03,632,1,112,345,50,1,123,41.31836,40.78125,24074.219,1390,676,22,24599,0,53,,
